,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,5,7,,,,,,,,,,,,,,,,,2,2,2,3,3,3,2,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,5,5,7,,,,,,,,,,,,,,2,2,3,3,3,3,3,3,3,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,7,,,,,,,,,,,,6,6,5,3,3,3,3,3,3,3,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,7,,,6,6,6,6,6,,,6,6,4,4,4,4,3,3,3,3,3,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,5,5,6,6,8,9,9,9,4,4,8,6,4,4,4,4,4,4,4,3,3,1,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,5,8,8,9,9,9,9,9,9,4,4,4,4,4,4,4,4,4,4,1,1,,,,,,,,,6,6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,4,9,9,9,9,9,9,4,4,4,4,4,4,4,4,4,1,1,,,,,,,,,,6,4,4,6,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,4,4,4,4,4,4,4,5,1,1,5,4,4,8,6,1,,,,,,,,,,,6,4,4,4,4,6,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,1,5,4,4,4,4,4,4,3,12,1,2,4,4,4,1,,,,,,,,,,,8,4,4,4,4,4,6,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,12,5,4,4,4,4,4,4,1,1,3,2,4,4,4,1,,,,,,,,,,8,4,4,4,4,4,4,4,6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,1,4,4,7,8,4,4,4,5,1,1,5,4,4,4,6,,,,,,,,8,8,4,4,4,4,4,4,4,4,6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,6,4,4,4,4,4,4,4,4,4,4,4,11,11,4,8,7,,,,,,6,4,4,4,4,4,4,4,4,4,4,6,
,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,4,4,4,4,7,6,8,4,4,4,4,4,11,11,11,10,5,1,,,,,6,4,4,4,4,4,4,4,4,4,4,4,4,6
,,,,,,,,,,,,,,,,,,,,,,,,,,7,11,5,4,8,7,6,10,10,6,6,8,4,5,10,10,10,10,5,1,,,,6,4,4,4,4,4,4,4,4,4,4,4,4,4,6
,,,,,,,,,,,,,,,,,,,,,,,,,,7,10,5,5,5,5,6,10,10,10,6,5,5,5,10,10,10,10,5,1,,,,6,5,4,4,4,4,4,4,4,4,4,4,4,4,6
,,,,,,,,,,,,,,,,,,,,,,,,,,7,10,5,5,5,5,5,6,11,11,6,5,5,5,5,10,10,5,5,1,,,6,5,5,5,5,4,4,4,4,4,4,4,4,4,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,5,5,5,5,6,11,11,6,5,5,5,5,5,5,5,5,1,,6,5,5,5,5,5,5,5,4,4,4,4,4,1,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,6,6,5,5,5,5,5,5,5,5,5,7,,6,5,5,5,5,5,5,5,5,5,4,1,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,,7,5,5,5,5,5,5,5,1,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,1,,,7,5,5,5,5,1,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,1,,,,7,5,5,6,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,4,4,4,5,5,5,5,5,8,5,4,4,4,4,4,1,,,,,7,5,5,7,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,4,6,4,4,4,4,4,4,8,4,4,4,4,4,4,4,7,,,,1,8,5,5,7,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,4,8,4,4,4,4,4,4,8,4,4,4,4,4,4,4,4,1,,1,8,5,5,5,5,7,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,4,4,6,4,4,4,4,6,4,4,4,4,4,5,4,4,4,1,7,8,8,8,5,8,7,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,4,4,4,6,4,4,4,4,6,4,4,4,4,5,8,4,4,5,1,8,8,8,8,7,7,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,4,4,4,8,4,4,4,6,4,4,4,4,4,6,4,4,4,5,1,1,8,8,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,4,4,4,4,6,4,4,1,5,4,4,4,6,4,4,4,5,5,5,1,1,6,6,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,6,4,8,6,4,4,4,4,1,4,5,6,4,4,4,4,5,5,5,1,,1,6,6,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,4,4,6,6,4,4,4,4,4,4,6,6,4,4,4,4,5,5,5,5,1,1,6,6,6,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,5,5,7,7,6,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,5,5,5,5,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,4,4,4,4,4,4,4,5,5,5,4,5,4,5,5,5,5,5,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,8,8,1,1,1,1,7,5,5,5,5,5,5,5,8,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,8,6,6,6,6,1,,,,,,1,7,6,6,8,8,6,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,7,4,6,4,8,7,1,1,,,,,,,,,,7,5,5,5,6,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,7,,,,,,,,,,,,,1,1,4,6,4,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,